PM2.5,PM10,NO2,AQI
17.35,36.53,11.78,65.0
7.42,10.54,8.85,59.0
10.89,26.2,11.31,62.0
12.56,37.28,15.13,60.0
15.41,54.16,16.07,62.0
23.63,60.91,17.43,72.0
13.53,32.41,11.42,72.0
11.58,21.88,9.53,55.0
13.1,22.77,10.5,52.0
8.26,12.31,9.12,56.0
6.57,11.4,9.26,56.0
12.26,33.08,10.14,56.0
14.63,49.77,13.14,60.0
19.92,63.66,14.34,71.0
24.42,75.72,16.47,87.0
12.96,37.21,12.0,64.0
17.26,49.36,16.95,59.0
19.86,62.12,14.47,79.0
29.32,70.96,19.22,86.0
40.82,80.64,19.8,82.0
32.63,58.94,19.17,74.0
32.88,57.8,15.23,72.0
18.58,41.91,15.66,60.0
12.34,30.25,15.36,51.0
10.33,27.36,15.27,55.0
17.29,36.34,17.06,55.0
10.44,17.55,15.62,60.0
12.64,27.69,15.22,56.0
10.27,19.92,13.77,56.0
15.67,27.18,12.72,39.0
9.17,16.29,10.48,53.0
10.28,19.23,10.5,54.0
9.76,24.64,10.86,57.0
14.88,28.99,11.41,59.0
20.5,35.75,15.36,58.0
29.61,63.17,17.97,54.0
42.0,108.57,19.98,95.0
39.68,87.46,20.38,99.0
45.69,98.84,20.98,80.0
50.36,108.16,23.27,107.0
45.9,74.16,20.69,98.0
41.57,58.36,18.5,74.0
41.26,61.2,17.45,70.0
31.08,50.52,11.81,110.0
24.16,36.84,18.96,53.0
49.75,77.06,22.44,102.0
55.88,89.52,22.79,164.0
28.48,54.04,19.44,102.0
22.6,46.38,24.12,94.0
32.08,42.02,24.14,100.0
25.79,41.72,17.7,111.0
28.04,46.53,24.18,103.0
27.38,51.78,25.01,113.0
41.74,69.1,26.83,102.0
20.48,39.46,19.29,147.0
33.32,60.37,25.1,123.0
35.59,61.1,22.1,97.0
72.18,133.53,36.5,154.0
69.53,137.82,34.49,150.0
75.46,144.81,30.6,151.0
78.69,112.82,20.04,247.0
67.18,105.44,18.74,141.0
65.39,98.82,17.27,121.0
53.78,83.34,21.46,113.0
63.35,97.66,24.35,111.0
70.46,147.82,25.47,145.0
63.38,141.15,43.37,128.0
68.21,149.12,46.37,150.0
69.73,141.02,37.68,156.0
66.51,126.96,37.44,158.0
49.62,97.93,35.86,114.0
32.45,68.47,31.18,91.0
29.33,67.08,39.1,80.0
34.96,81.64,43.63,94.0
38.84,82.74,40.59,105.0
39.57,84.55,39.12,95.0
44.44,83.57,35.39,100.0
61.84,115.98,42.21,123.0
57.58,109.26,42.84,123.0
55.36,107.88,37.83,111.0
58.41,118.47,39.01,111.0
51.08,100.21,36.07,104.0
41.31,82.13,34.29,92.0
37.72,80.34,33.87,82.0
66.82,71.59,32.58,106.0
36.53,77.41,34.18,112.0
43.64,89.51,36.84,86.0
44.65,87.99,39.07,106.0
40.48,75.97,32.25,102.0
96.83,88.36,37.91,133.0
69.5,125.61,35.4,149.0
70.91,133.01,37.5,140.0
84.08,137.59,50.36,147.0
73.25,145.39,52.99,166.0
91.39,144.06,54.18,171.0
66.49,122.5,45.7,164.0
64.72,121.51,45.03,140.0
70.03,128.64,37.15,139.0
69.44,123.66,35.14,135.0
70.83,125.86,38.05,140.0
70.47,119.15,37.31,144.0
58.07,96.64,29.67,128.0
51.81,85.9,30.32,100.0
69.33,127.59,40.86,122.0
74.79,153.15,39.18,145.0
67.7,149.05,38.26,142.0
48.99,108.63,37.26,120.0
55.7,117.26,48.48,117.0
66.78,140.38,62.23,144.0
69.33,136.56,50.13,143.0
66.12,120.92,39.48,132.0
68.48,119.88,38.85,126.0
68.87,131.11,48.12,133.0
71.38,142.76,47.26,136.0
73.33,143.78,37.36,140.0
59.35,130.67,49.48,138.0
88.14,152.17,67.71,151.0
74.94,148.17,68.63,164.0
130.23,162.0,73.32,195.0
82.05,170.76,65.66,180.0
79.19,156.46,63.74,169.0
76.47,144.94,56.9,163.0
76.08,151.9,53.18,164.0
63.18,129.4,55.68,136.0
68.65,139.18,60.71,132.0
112.35,152.12,67.12,184.0
65.09,132.99,67.32,156.0
68.45,126.76,62.26,138.0
57.7,119.64,54.46,122.0
68.55,135.87,51.51,126.0
77.77,149.51,46.8,163.0
79.18,164.76,60.89,174.0
76.33,160.28,63.88,164.0
73.15,150.95,63.11,158.0
72.41,144.54,55.39,146.0
72.66,141.46,51.85,146.0
77.65,160.44,53.96,160.0
74.08,158.74,53.36,165.0
76.19,162.88,59.3,160.0
74.76,159.96,64.97,155.0
70.48,157.0,59.98,150.0
72.38,141.02,54.79,140.0
70.98,115.26,37.89,143.0
65.1,126.51,39.7,132.0
64.2,128.06,45.06,125.0
65.86,141.85,55.84,129.0
61.1,139.54,56.03,129.0
64.18,143.85,60.93,131.0
68.52,140.77,56.67,133.0
72.01,142.1,50.74,142.0
60.4,117.57,46.04,125.0
67.07,131.41,42.71,121.0
68.8,155.17,54.52,139.0
66.84,155.11,56.49,146.0
69.43,156.79,55.38,167.0
68.84,145.17,49.3,138.0
67.69,149.79,46.08,140.0
59.46,152.71,51.91,137.0
53.45,141.76,59.99,130.0
50.88,129.95,67.8,129.0
47.46,120.39,68.01,125.0
43.48,115.8,53.31,114.0
39.14,105.44,41.49,104.0
41.79,112.02,43.96,111.0
48.86,124.69,58.09,111.0
56.76,135.34,72.8,125.0
46.18,105.04,59.37,114.0
50.05,116.97,55.81,108.0
52.28,119.66,53.5,113.0
50.55,88.76,28.9,100.0
54.34,87.6,20.55,102.0
46.38,85.63,31.98,94.0
50.52,100.95,44.77,100.0
52.88,118.54,48.93,113.0
51.84,116.94,51.24,110.0
49.86,121.32,60.23,108.0
55.87,126.08,58.63,116.0
46.22,112.55,44.16,111.0
47.64,101.62,41.75,103.0
54.76,118.2,46.91,107.0
57.85,131.06,49.21,114.0
56.99,125.93,48.0,123.0
43.57,112.47,43.62,106.0
43.37,105.66,51.65,104.0
56.87,119.73,65.82,118.0
57.66,123.59,67.65,134.0
62.25,139.53,70.43,129.0
54.84,127.04,65.26,124.0
52.72,120.49,56.01,118.0
51.59,122.0,45.04,119.0
54.72,116.74,49.19,122.0
47.44,111.76,45.37,114.0
47.97,104.93,38.91,106.0
50.78,101.89,43.04,108.0
53.81,114.59,49.93,107.0
57.28,120.43,52.67,118.0
66.37,133.3,49.74,122.0
53.02,108.18,35.56,124.0
38.87,96.19,40.44,95.0
39.69,87.82,41.84,88.0
47.34,101.24,45.05,103.0
47.88,103.11,37.4,96.0
60.25,134.44,39.37,115.0
51.0,78.33,33.36,105.0
41.38,71.63,32.85,80.0
48.07,92.55,41.03,93.0
54.74,102.17,47.03,103.0
57.87,118.46,45.49,108.0
57.07,139.34,52.52,126.0
56.64,146.7,58.35,128.0
59.91,149.81,63.27,131.0
71.4,150.7,49.1,135.0
61.47,126.86,39.51,126.0
59.53,124.78,44.63,123.0
53.11,113.07,40.84,116.0
62.27,135.91,48.19,122.0
54.62,114.81,40.32,120.0
50.15,112.36,41.99,110.0
43.05,89.8,31.47,103.0
37.91,75.96,38.98,84.0
51.35,97.31,40.96,99.0
44.94,91.88,39.39,101.0
41.51,86.82,36.55,92.0
46.87,103.01,42.39,98.0
35.9,79.03,50.76,93.0
30.27,61.55,35.94,85.0
40.26,91.86,41.16,95.0
35.54,97.46,38.69,98.0
27.63,72.09,31.01,88.0
31.58,79.04,42.54,83.0
25.24,66.21,33.9,83.0
23.05,58.22,30.02,79.0
29.71,63.54,31.86,73.0
45.86,103.38,45.36,100.0
34.29,90.45,38.79,99.0
37.19,92.25,35.18,93.0
43.52,118.3,44.05,108.0
42.38,120.61,44.88,117.0
49.14,139.55,51.13,122.0
42.97,110.65,39.3,117.0
33.12,80.06,28.02,90.0
33.09,95.19,35.48,90.0
35.61,86.24,29.59,104.0
38.11,92.67,35.66,94.0
39.78,99.47,35.85,101.0
39.85,86.22,30.66,94.0
43.44,95.6,30.99,102.0
44.84,106.84,39.52,103.0
43.83,133.09,32.08,116.0
36.08,95.82,31.21,101.0
31.39,86.12,27.73,98.0
19.59,48.18,31.67,81.0
28.81,68.37,30.11,74.0
31.91,81.65,28.95,83.0
33.68,93.43,28.72,93.0
43.05,110.15,43.5,111.0
44.32,101.87,37.73,112.0
33.83,74.91,31.53,101.0
32.76,80.97,31.48,95.0
33.05,81.54,31.04,96.0
31.85,76.51,32.48,101.0
29.86,67.84,26.02,100.0
24.49,46.54,24.04,87.0
41.89,90.88,33.42,85.0
43.47,103.29,41.31,106.0
37.31,88.67,35.51,89.0
47.42,136.63,37.25,103.0
38.59,106.87,29.22,117.0
48.33,137.04,32.24,132.0
42.68,108.84,27.06,120.0
47.5,122.16,33.71,110.0
36.41,93.09,32.39,104.0
42.17,108.46,31.54,119.0
23.65,67.93,25.79,91.0
26.11,69.28,26.65,83.0
31.17,76.56,25.45,87.0
34.68,91.62,28.48,84.0
31.7,80.59,26.77,89.0
32.57,83.68,25.25,93.0
37.26,77.09,31.53,110.0
36.7,63.45,35.45,82.0
34.85,73.89,29.14,83.0
30.95,64.8,26.22,89.0
31.51,67.42,30.16,83.0
31.33,62.83,29.59,84.0
19.68,25.82,22.53,69.0
19.43,33.87,22.16,68.0
20.03,42.57,22.16,64.0
16.49,32.8,20.62,52.0
22.31,55.94,23.24,53.0
29.92,88.06,23.7,70.0
30.85,89.47,21.31,84.0
34.44,92.58,23.31,86.0
27.83,86.25,20.05,86.0
22.9,63.65,20.48,67.0
21.99,66.18,20.32,67.0
17.2,48.97,20.17,59.0
14.61,29.85,18.2,50.0
15.27,26.79,21.39,58.0
10.31,33.35,22.02,52.0
21.26,45.55,28.03,56.0
20.07,34.46,23.78,56.0
16.99,37.87,20.56,41.0
16.31,41.38,20.7,41.0
16.23,41.54,23.21,41.0
17.64,46.04,28.07,44.0
18.93,50.36,24.39,46.0
18.18,57.2,22.68,65.0
20.85,57.03,26.4,62.0
16.91,39.49,27.03,60.0
16.48,42.25,24.21,53.0
16.28,41.16,23.43,59.0
15.97,58.87,22.07,71.0
13.22,40.07,22.74,68.0
20.05,48.6,26.0,49.0
22.74,51.43,27.25,59.0
19.92,45.9,25.11,62.0
16.63,36.37,23.21,44.0
19.7,44.03,21.7,48.0
19.05,45.74,23.04,54.0
11.93,16.09,22.14,49.0
13.21,26.26,20.22,37.0
17.97,40.97,26.02,42.0
16.12,39.28,25.58,58.0
11.04,20.0,21.19,72.0
12.14,26.59,20.54,38.0
14.13,36.01,22.64,33.0
14.39,38.34,21.97,45.0
12.58,32.59,22.18,37.0
19.61,51.45,23.18,41.0
19.54,54.49,22.42,55.0
17.69,53.6,21.69,49.0
15.64,44.78,21.03,54.0
17.88,53.74,20.4,52.0
14.41,42.62,20.64,54.0
14.52,43.56,24.38,54.0
18.23,55.98,22.38,53.0
26.09,74.2,28.86,72.0
26.02,84.97,25.61,87.0
19.21,66.84,25.13,73.0
21.88,75.6,25.54,72.0
25.77,76.03,27.27,72.0
30.8,101.48,28.85,92.0
23.43,76.16,25.39,90.0
20.2,55.76,27.06,66.0
26.91,71.45,23.75,72.0
18.92,55.72,24.24,54.0
16.17,46.48,24.82,53.0
18.07,37.67,27.7,49.0
17.09,41.09,24.89,48.0
16.39,29.84,24.46,43.0
11.98,28.35,18.71,47.0
11.66,24.68,17.79,42.0
16.97,46.65,27.16,41.0
22.11,68.81,17.62,65.0
7.78,10.87,19.87,40.0
18.56,46.57,20.71,35.0
15.3,41.14,17.73,44.0
15.28,34.82,24.8,48.0
13.19,31.47,21.95,47.0
10.08,23.02,19.61,34.0
10.33,29.62,22.71,39.0
12.51,38.94,23.7,40.0
14.36,56.52,24.14,48.0
15.34,55.37,25.68,52.0
14.61,45.18,24.79,50.0
15.31,40.27,27.1,48.0
16.51,45.72,27.6,48.0
20.98,64.42,26.87,53.0
24.66,82.96,26.52,68.0
22.43,75.11,27.25,77.0
23.16,71.26,26.37,70.0
18.51,47.92,25.86,50.0
15.84,39.37,23.73,48.0
20.36,66.88,25.6,50.0
27.05,87.39,26.36,72.0
25.36,83.21,26.76,76.0
25.42,79.97,22.74,82.0
21.61,55.67,18.35,62.0
34.85,91.9,24.19,79.0
38.35,94.94,32.15,86.0
33.85,66.55,38.45,79.0
35.06,53.38,35.45,71.0
41.83,77.55,36.44,78.0
42.24,85.86,36.56,85.0
43.69,89.53,36.45,92.0
48.98,89.05,33.93,101.0
35.58,61.65,22.67,85.0
39.68,63.97,25.48,68.0
38.6,84.63,31.56,79.0
40.88,97.71,30.3,81.0
37.91,78.9,27.55,91.0
27.29,58.1,23.11,62.0
32.25,62.49,27.46,65.0
34.94,68.68,36.88,62.0
41.46,86.95,38.18,84.0
53.68,107.41,44.83,108.0
43.09,78.57,36.52,95.0
45.92,99.06,38.03,92.0
55.39,107.62,38.38,100.0
67.69,129.23,37.28,118.0
63.16,122.8,38.16,128.0
37.8,80.37,33.16,94.0
36.5,79.0,32.41,72.0
39.63,85.85,33.83,79.0
39.8,103.38,34.47,84.0
56.36,136.25,42.33,109.0
65.91,139.95,39.75,124.0
64.44,144.33,40.33,130.0
60.07,146.71,46.53,124.0
56.5,150.65,48.32,128.0
52.63,148.36,43.03,120.0
54.39,132.24,42.79,121.0
58.56,130.27,46.54,118.0
54.35,111.45,36.76,108.0
58.24,107.55,35.21,100.0
53.26,90.41,32.39,105.0
41.03,53.89,34.67,83.0
40.35,57.72,31.81,73.0
43.99,80.57,37.92,74.0
58.44,128.56,47.2,105.0
61.34,131.27,44.57,119.0
66.82,144.33,51.4,125.0
67.12,139.91,45.12,133.0
67.52,125.13,46.11,142.0
60.72,124.74,45.35,128.0
48.68,123.62,47.97,107.0
57.44,145.22,60.75,117.0
56.51,134.88,46.84,120.0
56.02,130.4,46.3,110.0
57.32,121.32,47.35,115.0
56.98,120.91,47.69,117.0
50.87,109.17,45.19,106.0
34.07,76.12,37.54,86.0
25.96,59.8,32.84,58.0
24.88,48.95,30.95,55.0
32.8,68.87,36.41,64.0
44.66,94.97,39.76,80.0
54.63,103.16,38.84,95.0
59.82,109.93,35.89,107.0
64.36,125.75,42.33,114.0
69.5,136.07,44.02,129.0
61.15,129.81,44.85,131.0
62.68,148.54,50.55,127.0
66.08,150.01,56.68,134.0
67.28,159.01,60.17,139.0
58.4,140.37,52.31,133.0
46.2,115.57,45.12,118.0
23.09,59.77,32.04,76.0
19.06,50.4,29.19,57.0
26.04,61.77,32.18,53.0
52.12,112.36,43.52,86.0
63.08,139.98,44.09,129.0
66.0,137.89,46.07,131.0
71.81,147.11,47.8,133.0
72.98,155.13,53.95,148.0
69.28,149.67,50.29,140.0
63.01,150.75,53.44,135.0
69.91,152.94,59.24,138.0
73.48,155.16,59.43,142.0
72.26,153.14,65.02,146.0
67.69,145.96,56.72,139.0
69.94,147.06,56.11,135.0
71.17,145.82,52.98,137.0
74.62,145.29,48.78,140.0
77.72,147.65,47.55,154.0
67.3,118.13,40.48,146.0
62.87,111.3,41.39,123.0
61.66,92.8,32.11,108.0
76.14,122.93,34.16,132.0
78.36,131.2,33.76,159.0
77.94,132.25,30.74,161.0
76.22,145.09,39.51,158.0
74.78,134.84,36.07,153.0
74.19,123.7,37.39,145.0
74.48,119.8,41.82,144.0
75.15,134.26,38.42,157.0
76.15,149.24,39.24,151.0
59.61,95.42,33.95,141.0
22.35,34.08,29.09,67.0
32.77,62.25,33.97,54.0
44.72,93.15,43.69,76.0
55.1,107.95,48.47,104.0
72.66,139.71,52.59,127.0
78.01,138.69,41.45,151.0
76.81,154.46,44.67,159.0
73.18,149.61,46.1,153.0
67.91,119.15,36.25,136.0
68.06,134.16,38.87,126.0
64.1,138.43,44.84,131.0
68.76,140.93,44.93,132.0
71.7,142.41,45.42,139.0
65.24,136.91,52.86,134.0
66.79,143.42,63.82,132.0
71.55,153.99,67.44,133.0
69.7,146.69,67.01,141.0
75.25,158.34,63.58,142.0
73.03,140.13,50.4,148.0
77.71,153.78,40.96,149.0
76.5,157.71,49.16,155.0
73.78,165.61,62.35,151.0
74.7,164.93,71.55,146.0
75.43,161.34,64.0,146.0
75.77,143.85,47.6,153.0
78.62,146.0,39.74,154.0
72.03,120.93,37.2,154.0
74.37,132.9,39.21,146.0
75.13,145.13,42.04,147.0
75.55,150.46,44.72,152.0
73.51,156.89,57.06,150.0
75.34,154.77,53.23,148.0
78.12,159.37,51.49,153.0
70.0,148.16,58.07,155.0
66.4,129.97,46.24,132.0
47.29,93.9,33.37,105.0
60.93,106.81,37.74,105.0
59.22,112.52,40.03,112.0
36.51,80.89,29.33,96.0
36.21,62.98,28.89,73.0
51.29,74.22,32.05,72.0
71.62,104.9,38.41,124.0
64.42,114.66,39.62,136.0
55.6,118.88,49.58,108.0
63.8,121.95,51.35,114.0
66.44,115.34,45.36,131.0
62.22,117.17,47.27,118.0
60.26,107.15,41.85,120.0
63.75,115.35,42.48,110.0
63.26,120.36,45.85,115.0
68.06,130.57,45.84,130.0
58.46,110.45,35.49,120.0
58.24,133.58,48.41,114.0
55.67,157.47,43.21,128.0
58.82,162.47,39.43,130.0
58.64,119.01,35.55,118.0
64.14,119.19,46.13,122.0
64.94,137.41,56.54,130.0
62.79,128.51,47.79,127.0
38.84,86.91,38.74,102.0
48.34,103.18,46.78,91.0
45.12,94.43,44.87,101.0
65.14,136.33,51.92,109.0
55.8,113.45,38.85,123.0
35.07,79.95,31.3,87.0
39.32,89.56,35.72,82.0
44.63,107.69,43.43,94.0
57.13,133.36,51.31,115.0
46.64,104.32,39.75,114.0
49.41,119.44,37.02,100.0
54.83,136.81,46.58,117.0
57.06,126.1,44.72,111.0
50.34,127.96,37.89,112.0
55.59,129.12,45.3,120.0
33.05,72.5,30.47,85.0
35.27,68.92,28.79,68.0
40.97,95.61,34.92,80.0
59.27,160.94,42.82,117.0
62.5,160.54,51.51,136.0
66.8,166.23,57.64,143.0
66.34,154.68,45.68,143.0
49.68,118.38,39.57,122.0
45.2,108.68,32.1,102.0
36.59,95.23,29.5,92.0
40.84,105.87,30.23,97.0
41.23,112.41,30.87,101.0
41.63,110.33,34.6,101.0
48.94,121.89,35.69,104.0
39.06,110.0,31.2,101.0
37.73,95.18,31.16,97.0
39.82,102.44,36.09,93.0
30.77,74.26,29.56,85.0
41.63,94.54,30.7,86.0
41.06,90.51,26.62,95.0
36.35,86.97,28.41,87.0
43.36,111.13,37.47,101.0
50.52,118.89,36.62,111.0
50.06,117.86,38.91,107.0
51.5,123.44,40.1,113.0
48.51,115.06,36.61,107.0
55.2,136.99,40.49,114.0
59.8,146.25,47.46,127.0
59.21,140.7,37.75,132.0
48.49,137.92,34.71,124.0
37.8,115.93,36.39,106.0
43.82,119.4,35.96,114.0
45.6,116.3,34.95,106.0
39.01,104.02,32.84,102.0
31.28,84.24,27.38,93.0
37.69,80.2,34.78,89.0
33.48,79.56,25.54,78.0
33.08,85.8,34.43,80.0
40.63,99.2,41.49,91.0
42.14,105.98,41.35,100.0
31.45,73.52,29.76,87.0
36.35,98.89,32.58,82.0
32.69,82.36,40.08,91.0
41.0,102.32,41.38,102.0
37.57,97.74,35.15,95.0
39.47,111.85,34.63,104.0
33.26,87.34,28.9,91.0
43.07,109.83,33.19,96.0
30.74,67.2,30.7,94.0
25.52,60.36,28.22,69.0
24.77,59.67,25.56,69.0
27.5,61.15,26.94,70.0
34.65,83.12,38.86,96.0
29.87,81.6,32.63,92.0
36.16,98.68,34.65,102.0
43.87,116.45,30.94,108.0
51.92,134.45,37.2,124.0
41.82,112.97,27.4,112.0
39.66,98.53,26.75,103.0
38.87,101.79,24.08,98.0
36.43,111.66,24.25,96.0
38.41,141.06,26.61,111.0
36.05,146.83,23.87,119.0
32.12,123.19,25.55,110.0
36.53,126.81,32.84,106.0
43.68,135.12,41.05,118.0
52.95,152.18,54.4,130.0
47.23,152.96,42.65,133.0
46.82,139.1,40.85,132.0
46.39,139.05,44.32,125.0
48.29,136.64,27.81,121.0
37.24,95.62,24.18,104.0
41.34,108.46,26.81,109.0
38.89,105.12,24.57,98.0
42.5,110.8,28.26,110.0
36.62,102.17,28.08,93.0
43.35,123.1,25.97,109.0
48.5,144.54,29.47,112.0
55.84,158.9,39.35,134.0
48.9,124.74,22.09,120.0
43.6,114.83,20.39,111.0
36.78,94.33,22.19,109.0
44.73,111.01,21.49,104.0
37.62,92.55,24.68,92.0
46.56,128.82,33.57,112.0
49.91,144.06,44.65,124.0
41.93,124.03,32.43,114.0
41.88,128.79,33.95,112.0
52.22,148.7,41.52,124.0
42.3,120.31,23.98,119.0
39.47,107.63,24.28,105.0
34.95,95.7,25.81,95.0
44.33,127.37,30.78,111.0
27.67,71.14,19.27,91.0
24.01,54.95,23.84,75.0
35.63,92.7,30.32,86.0
35.67,104.77,23.98,103.0
28.41,68.55,22.08,89.0
32.08,65.33,30.99,78.0
31.14,67.58,23.4,88.0
23.71,54.49,20.71,75.0
12.39,38.63,19.18,60.0
8.7,31.33,15.47,48.0
11.21,28.99,17.24,39.0
15.94,40.79,14.46,40.0
22.29,62.18,13.52,55.0
19.58,61.02,9.26,57.0
23.78,73.19,12.02,60.0
22.29,62.52,10.98,60.0
21.59,63.26,11.54,60.0
18.96,56.2,11.05,54.0
28.11,64.68,16.83,65.0
24.75,40.82,15.01,60.0
26.44,48.17,19.64,60.0
25.45,48.67,19.86,62.0
27.0,52.03,23.58,62.0
18.07,38.92,13.79,60.0
9.85,25.11,11.88,38.0
9.89,21.02,9.71,35.0
12.75,24.02,13.54,35.0
18.55,35.16,16.94,39.0
18.32,38.86,14.66,44.0
17.75,29.98,14.34,36.0
20.08,45.27,12.48,46.0
17.71,38.88,13.84,49.0
16.27,33.26,13.5,46.0
15.95,38.56,8.82,42.0
15.22,37.91,7.09,47.0
16.51,44.22,10.33,36.0
15.35,34.76,10.7,43.0
12.67,31.67,9.99,36.0
16.54,39.46,12.01,40.0
18.41,39.59,15.07,45.0
12.8,34.14,12.2,46.0
14.43,42.52,14.78,36.0
15.96,40.84,13.46,44.0
24.07,72.98,15.32,60.0
22.29,61.44,13.96,68.0
26.43,83.02,14.91,70.0
31.27,73.21,17.52,89.0
20.12,38.84,13.94,64.0
14.08,36.16,13.32,54.0
12.01,37.69,15.41,48.0
8.13,27.42,10.58,48.0
10.24,33.46,11.32,47.0
12.86,34.31,12.51,49.0
14.72,37.9,14.61,50.0
12.96,32.82,11.87,47.0
13.46,32.98,11.57,47.0
8.99,24.55,11.77,42.0
8.48,16.54,12.12,35.0
10.95,24.67,13.33,37.0
10.31,22.89,14.94,41.0
8.01,14.41,13.12,37.0
6.75,12.53,11.92,39.0
6.24,12.61,12.57,36.0
7.95,16.23,12.93,37.0
10.01,21.56,15.18,51.0
9.72,20.37,16.76,46.0
12.45,31.7,19.4,47.0
12.46,36.39,13.58,46.0
11.94,36.04,15.1,45.0
17.37,49.51,16.94,50.0
24.17,66.23,19.45,63.0
29.79,83.11,29.89,72.0
23.12,65.91,25.02,75.0
19.11,52.66,21.68,58.0
17.17,56.16,24.22,53.0
23.03,78.62,24.44,69.0
29.92,96.6,32.88,89.0
25.94,75.83,30.57,85.0
31.38,86.73,29.66,82.0
27.23,79.58,23.96,75.0
20.35,56.42,19.28,67.0
23.71,61.82,16.82,65.0
14.82,48.14,16.19,51.0
14.89,36.89,17.27,51.0
17.16,51.14,19.36,52.0
18.86,65.41,15.9,65.0
19.35,62.16,16.68,68.0
16.92,53.81,17.85,65.0
16.5,35.21,16.99,54.0
13.98,26.77,15.96,41.0
11.85,19.79,12.75,44.0
15.72,31.72,11.79,38.0
12.92,25.24,12.69,38.0
12.2,22.06,12.34,35.0
11.14,23.81,15.09,32.0
11.92,26.23,12.37,34.0
13.65,26.13,12.65,32.0
10.31,23.28,11.43,33.0
13.26,31.13,13.38,36.0
14.98,39.67,13.26,39.0
18.19,52.44,16.45,50.0
21.73,54.59,14.72,57.0
16.32,39.18,13.08,49.0
18.39,43.73,15.41,48.0
22.47,44.63,16.52,61.0
28.23,63.7,15.93,65.0
28.85,65.7,14.76,65.0
25.01,47.59,22.53,65.0
25.6,42.83,21.02,56.0
20.54,35.92,21.37,53.0
25.81,56.75,19.01,61.0
27.01,56.52,22.14,61.0
32.95,62.68,25.85,65.0
28.07,45.66,25.87,60.0
22.37,34.73,21.84,49.0
20.4,37.11,15.21,53.0
15.49,30.07,14.23,38.0
25.85,47.6,15.5,44.0
33.27,65.29,21.56,63.0
41.11,65.51,28.89,75.0
39.12,62.5,21.75,87.0
31.98,69.4,21.43,72.0
32.24,72.14,24.9,85.0
34.73,70.39,24.27,81.0
40.22,75.69,26.37,71.0
42.99,65.7,26.42,82.0
50.79,81.52,23.98,86.0
56.9,83.53,21.05,95.0
54.17,79.18,25.34,92.0
39.07,64.26,32.44,80.0
34.57,56.51,26.75,70.0
34.91,61.3,27.6,67.0
36.35,61.96,24.49,70.0
53.22,94.89,24.54,88.0
52.62,100.99,23.13,98.0
59.41,104.37,28.52,98.0
48.12,94.64,27.32,117.0
24.3,52.38,20.85,64.0
22.92,54.35,21.67,54.0
28.04,51.18,23.54,63.0
22.03,46.72,21.12,53.0
41.03,71.08,27.1,71.0
37.8,70.86,23.75,78.0
22.53,43.48,19.81,72.0
23.54,56.62,22.14,51.0
18.81,42.64,18.42,52.0
40.65,51.1,21.39,59.0
64.09,94.5,24.01,126.0
42.04,74.5,25.96,94.0
40.41,72.97,26.24,82.0
21.39,51.57,19.89,76.0
22.51,54.11,20.95,54.0
29.98,70.0,25.34,66.0
37.22,84.04,22.49,84.0
57.61,115.79,25.82,96.0
84.85,157.6,36.15,155.0
84.0,155.75,35.47,177.0
70.7,125.56,27.89,155.0
69.8,129.17,29.95,131.0
81.35,146.94,29.9,156.0
72.38,133.78,28.07,169.0
60.06,122.21,30.62,122.0
56.27,111.69,27.67,104.0
62.64,120.38,32.29,123.0
67.77,124.6,28.91,125.0
69.15,130.32,34.06,127.0
66.42,134.25,33.39,141.0
70.79,135.59,30.37,131.0
76.03,153.76,35.4,145.0
82.72,159.66,32.85,165.0
84.11,153.06,38.32,181.0
78.63,137.03,38.44,161.0
76.7,143.27,40.26,161.0
75.82,146.29,42.14,159.0
80.31,147.9,38.39,156.0
86.18,152.32,35.5,163.0
80.88,147.41,31.01,176.0
71.3,141.73,38.76,154.0
74.49,141.9,49.64,146.0
62.42,117.76,44.76,129.0
63.81,129.5,40.93,127.0
61.97,115.41,32.04,127.0
45.57,78.45,26.88,92.0
47.66,80.56,36.08,75.0
79.37,134.99,38.31,144.0
82.44,152.49,47.96,172.0
85.82,164.16,46.9,178.0
83.29,152.67,49.14,186.0
67.07,126.99,42.75,156.0
57.77,111.21,41.58,119.0
58.14,116.77,43.91,117.0
64.73,122.45,45.83,125.0
55.77,109.27,44.15,125.0
31.86,69.75,32.41,85.0
40.8,83.56,35.37,78.0
43.43,78.64,31.45,87.0
50.84,100.38,39.89,96.0
69.16,129.71,45.94,120.0
75.72,146.93,48.4,150.0
75.66,147.41,45.84,147.0
78.86,152.23,52.39,151.0
82.1,156.27,45.79,172.0
77.15,141.72,41.34,166.0
74.42,132.56,41.57,157.0
62.38,109.07,34.51,130.0
72.06,123.2,33.0,131.0
62.79,114.8,33.93,128.0
56.3,119.06,36.66,119.0
73.73,141.13,39.62,130.0
80.23,149.05,44.53,158.0
72.02,127.34,36.32,143.0
47.37,82.17,30.94,107.0
41.19,69.42,25.88,82.0
30.8,56.0,27.43,64.0
33.09,57.88,25.24,64.0
57.96,106.32,29.78,87.0
64.52,113.98,34.05,112.0
56.86,101.12,36.85,125.0
51.1,89.73,30.38,93.0
40.04,74.46,25.03,82.0
46.45,88.34,29.5,84.0
74.35,129.65,29.58,123.0
74.55,141.86,41.69,149.0
67.37,137.74,42.49,140.0
65.69,135.4,46.15,128.0
72.24,139.44,40.97,134.0
50.23,86.93,25.29,119.0
